"";"nom";"prenom";"age";"minutes";"Competition";"year";"saison";"lien"
"543";"Green";"Calum";18;10;"Premiership";1990;"08/09";"http://www.itsrugby.fr/joueur_16889.html"
"544";"Etcheverry";"Iban";19;32;"Top 14";1998;"17/18";"http://www.itsrugby.fr/joueur_17236.html"
"545";"Nakaitaci";"Noa";25;1209;"Top 14";1990;"15/16";"http://www.itsrugby.fr/joueur_17486.html"
"546";"Nakaitaci";"Noa";24;1192;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_17486.html"
"547";"Nakaitaci";"Noa";23;833;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_17486.html"
"548";"Nakaitaci";"Noa";22;859;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_17486.html"
"549";"Nakaitaci";"Noa";21;1713;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_17486.html"
"550";"Mitchell";"Brayden";25;106;"Super Rugby";1989;"13/14";"http://www.itsrugby.fr/joueur_17516.html"
"551";"Mitchell";"Brayden";24;130;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17516.html"
"552";"Mitchell";"Brayden";23;10;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17516.html"
"553";"Mitchell";"Brayden";22;71;"Super Rugby";1989;"10/11";"http://www.itsrugby.fr/joueur_17516.html"
"554";"Dixon";"Elliott";25;1250;"Super Rugby";1989;"14/15";"http://www.itsrugby.fr/joueur_17522.html"
"555";"Dixon";"Elliott";24;914;"Super Rugby";1989;"13/14";"http://www.itsrugby.fr/joueur_17522.html"
"556";"Dixon";"Elliott";23;495;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17522.html"
"557";"Dixon";"Elliott";22;33;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17522.html"
"558";"O'Connor";"Brendon";25;1182;"Super Rugby";1989;"14/15";"http://www.itsrugby.fr/joueur_17524.html"
"559";"O'Connor";"Brendon";24;409;"Super Rugby";1989;"13/14";"http://www.itsrugby.fr/joueur_17524.html"
"560";"O'Connor";"Brendon";23;375;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17524.html"
"561";"O'Connor";"Brendon";22;26;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17524.html"
"562";"Wilson";"Frae";24;7;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17527.html"
"563";"Wilson";"Frae";23;48;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17527.html"
"564";"Taylor";"Tom";25;841;"Super Rugby";1989;"13/14";"http://www.itsrugby.fr/joueur_17529.html"
"565";"Taylor";"Tom";24;807;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17529.html"
"566";"Taylor";"Tom";23;690;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17529.html"
"567";"Treeby";"Shaun";25;934;"Super Rugby";1989;"13/14";"http://www.itsrugby.fr/joueur_17530.html"
"568";"Treeby";"Shaun";24;408;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_17530.html"
"569";"Treeby";"Shaun";23;440;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_17530.html"
"570";"Treeby";"Shaun";22;950;"Super Rugby";1989;"10/11";"http://www.itsrugby.fr/joueur_17530.html"
"571";"Moli";"Liaki";24;433;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_17562.html"
"572";"Moli";"Liaki";23;101;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_17562.html"
"573";"Moli";"Liaki";22;752;"Super Rugby";1990;"11/12";"http://www.itsrugby.fr/joueur_17562.html"
"574";"Moala";"George";25;831;"Super Rugby";1990;"15/16";"http://www.itsrugby.fr/joueur_17571.html"
"575";"Moala";"George";24;891;"Super Rugby";1990;"14/15";"http://www.itsrugby.fr/joueur_17571.html"
"576";"Moala";"George";23;994;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_17571.html"
"577";"Moala";"George";22;676;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_17571.html"
"578";"Moala";"George";21;212;"Super Rugby";1990;"11/12";"http://www.itsrugby.fr/joueur_17571.html"
"579";"Bosch";"Gilles";25;512;"Top 14";1990;"15/16";"http://www.itsrugby.fr/joueur_17639.html"
"580";"Bosch";"Gilles";22;107;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_17639.html"
"581";"Bosch";"Gilles";21;80;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_17639.html"
"582";"Bosch";"Gilles";20;446;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_17639.html"
"583";"Bosch";"Gilles";19;11;"Top 14";1990;"09/10";"http://www.itsrugby.fr/joueur_17639.html"
"584";"Lagain";"Clement";22;148;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_17825.html"
"585";"Lagain";"Clement";21;10;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_17825.html"
"586";"Lagain";"Clement";20;175;"Top 14";1990;"09/10";"http://www.itsrugby.fr/joueur_17825.html"
"587";"Marie";"Mathias";25;546;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_17862.html"
"588";"Marie";"Mathias";23;496;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_17862.html"
"589";"Marie";"Mathias";22;287;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_17862.html"
"590";"Marie";"Mathias";21;56;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_17862.html"
"591";"Desmaison";"Walter";25;317;"Top 14";1991;"16/17";"http://www.itsrugby.fr/joueur_17863.html"
"592";"Desmaison";"Walter";24;409;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_17863.html"
"593";"Desmaison";"Walter";23;29;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_17863.html"
"594";"Desmaison";"Walter";22;39;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_17863.html"
"595";"Desmaison";"Walter";21;47;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_17863.html"
"596";"Desmaison";"Walter";19;37;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_17863.html"
"597";"Ngatai";"Charlie";25;553;"Super Rugby";1990;"15/16";"http://www.itsrugby.fr/joueur_17871.html"
"598";"Ngatai";"Charlie";24;816;"Super Rugby";1990;"14/15";"http://www.itsrugby.fr/joueur_17871.html"
"599";"Ngatai";"Charlie";23;335;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_17871.html"
"600";"Ngatai";"Charlie";22;668;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_17871.html"
"601";"Ngatai";"Charlie";21;142;"Super Rugby";1990;"11/12";"http://www.itsrugby.fr/joueur_17871.html"
"602";"Ngatai";"Charlie";20;73;"Super Rugby";1990;"10/11";"http://www.itsrugby.fr/joueur_17871.html"
"603";"Ripper-Smith";"Sam";18;1100;"Premiership";1996;"13/14";"http://www.itsrugby.fr/joueur_17888.html"
"604";"Gray";"Alex";22;158;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_17891.html"
"605";"Gray";"Alex";21;547;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_17891.html"
"606";"Gray";"Alex";20;217;"Premiership";1991;"10/11";"http://www.itsrugby.fr/joueur_17891.html"
"607";"Molcard";"Tanguy";25;1153;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_17905.html"
"608";"Molcard";"Tanguy";24;317;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_17905.html"
"609";"Molcard";"Tanguy";23;327;"Top 14";1989;"11/12";"http://www.itsrugby.fr/joueur_17905.html"
"610";"Molcard";"Tanguy";21;348;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_17905.html"
"611";"Lesgourgues";"Yann";25;679;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_17906.html"
"612";"Lesgourgues";"Yann";24;879;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_17906.html"
"613";"Lesgourgues";"Yann";23;1035;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_17906.html"
"614";"Lesgourgues";"Yann";22;1031;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_17906.html"
"615";"Lesgourgues";"Yann";21;856;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_17906.html"
"616";"Lesgourgues";"Yann";20;328;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_17906.html"
"617";"Lesgourgues";"Yann";19;328;"Top 14";1991;"09/10";"http://www.itsrugby.fr/joueur_17906.html"
"618";"Palis";"Geoffrey";25;1672;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_17908.html"
"619";"Palis";"Geoffrey";23;1214;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_17908.html"
"620";"Palis";"Geoffrey";22;1132;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_17908.html"
"621";"Palis";"Geoffrey";18;13;"Top 14";1991;"09/10";"http://www.itsrugby.fr/joueur_17908.html"
"622";"Barraque";"Jean-Pascal";25;618;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_17914.html"
"623";"Barraque";"Jean-Pascal";24;1208;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_17914.html"
"624";"Barraque";"Jean-Pascal";23;359;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_17914.html"
"625";"Barraque";"Jean-Pascal";22;1154;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_17914.html"
"626";"Barraque";"Jean-Pascal";21;580;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_17914.html"
"627";"Barraque";"Jean-Pascal";20;363;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_17914.html"
"628";"Dulin";"Brice";25;1571;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_17919.html"
"629";"Dulin";"Brice";24;1279;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_17919.html"
"630";"Dulin";"Brice";23;1359;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_17919.html"
"631";"Dulin";"Brice";22;1709;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_17919.html"
"632";"Dulin";"Brice";21;1234;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_17919.html"
"633";"Doussain";"Jean-Marc";25;1222;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_18069.html"
"634";"Doussain";"Jean-Marc";24;1243;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_18069.html"
"635";"Doussain";"Jean-Marc";23;1227;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_18069.html"
"636";"Doussain";"Jean-Marc";22;1294;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_18069.html"
"637";"Doussain";"Jean-Marc";21;1043;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_18069.html"
"638";"Doussain";"Jean-Marc";20;599;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_18069.html"
"639";"Doussain";"Jean-Marc";19;5;"Top 14";1991;"09/10";"http://www.itsrugby.fr/joueur_18069.html"
"640";"Galan";"Gillian";25;890;"Top 14";1991;"16/17";"http://www.itsrugby.fr/joueur_18070.html"
"641";"Galan";"Gillian";24;891;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_18070.html"
"642";"Galan";"Gillian";23;566;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_18070.html"
"643";"Galan";"Gillian";22;950;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_18070.html"
"644";"Galan";"Gillian";21;859;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_18070.html"
"645";"Galan";"Gillian";20;734;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_18070.html"
"646";"Galan";"Gillian";19;9;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_18070.html"
"647";"Plisson";"Jules";25;1211;"Top 14";1991;"16/17";"http://www.itsrugby.fr/joueur_18074.html"
"648";"Plisson";"Jules";24;1296;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_18074.html"
"649";"Plisson";"Jules";23;1471;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_18074.html"
"650";"Plisson";"Jules";22;1337;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_18074.html"
"651";"Plisson";"Jules";21;979;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_18074.html"
"652";"Plisson";"Jules";20;252;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_18074.html"
"653";"Plisson";"Jules";19;137;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_18074.html"
"654";"Davies";"Charlie";25;276;"Premiership";1990;"14/15";"http://www.itsrugby.fr/joueur_18076.html"
"655";"Davies";"Charlie";24;762;"Premiership";1990;"13/14";"http://www.itsrugby.fr/joueur_18076.html"
"656";"Davies";"Charlie";23;249;"Premiership";1990;"12/13";"http://www.itsrugby.fr/joueur_18076.html"
"657";"Davies";"Charlie";22;257;"Premiership";1990;"11/12";"http://www.itsrugby.fr/joueur_18076.html"
"658";"Davies";"Charlie";21;34;"Premiership";1990;"10/11";"http://www.itsrugby.fr/joueur_18076.html"
"659";"Chiocci";"Xavier";25;982;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_18256.html"
"660";"Chiocci";"Xavier";24;1132;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_18256.html"
"661";"Chiocci";"Xavier";23;381;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_18256.html"
"662";"Hill";"Sam";25;287;"Premiership";1993;"18/19";"http://www.itsrugby.fr/joueur_18285.html"
"663";"Hill";"Sam";24;1099;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_18285.html"
"664";"Hill";"Sam";23;716;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_18285.html"
"665";"Hill";"Sam";22;880;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_18285.html"
"666";"Hill";"Sam";21;1519;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_18285.html"
"667";"Hill";"Sam";20;883;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_18285.html"
"668";"Kerr-Barlow";"Tawera";25;418;"Super Rugby";1990;"15/16";"http://www.itsrugby.fr/joueur_18290.html"
"669";"Kerr-Barlow";"Tawera";23;864;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_18290.html"
"670";"Kerr-Barlow";"Tawera";22;880;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_18290.html"
"671";"Kerr-Barlow";"Tawera";21;1015;"Super Rugby";1990;"11/12";"http://www.itsrugby.fr/joueur_18290.html"
"672";"Kerr-Barlow";"Tawera";20;197;"Super Rugby";1990;"10/11";"http://www.itsrugby.fr/joueur_18290.html"
"673";"Cook";"Chris";25;1153;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_18406.html"
"674";"Cook";"Chris";24;799;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_18406.html"
"675";"Cook";"Chris";22;14;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_18406.html"
"676";"Cook";"Chris";21;30;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_18406.html"
"677";"May";"Jonny";25;1188;"Premiership";1990;"14/15";"http://www.itsrugby.fr/joueur_18410.html"
"678";"May";"Jonny";24;1083;"Premiership";1990;"13/14";"http://www.itsrugby.fr/joueur_18410.html"
"679";"May";"Jonny";23;1020;"Premiership";1990;"12/13";"http://www.itsrugby.fr/joueur_18410.html"
"680";"May";"Jonny";22;1305;"Premiership";1990;"11/12";"http://www.itsrugby.fr/joueur_18410.html"
"681";"May";"Jonny";21;537;"Premiership";1990;"10/11";"http://www.itsrugby.fr/joueur_18410.html"
"682";"May";"Jonny";20;225;"Premiership";1990;"09/10";"http://www.itsrugby.fr/joueur_18410.html"
"683";"Watson";"Marcus";25;1200;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_18412.html"
"684";"Watson";"Marcus";19;1;"Premiership";1991;"09/10";"http://www.itsrugby.fr/joueur_18412.html"
"685";"Forsyth";"Andrew";24;110;"Premiership";1990;"14/15";"http://www.itsrugby.fr/joueur_18580.html"
"686";"Forsyth";"Andrew";23;384;"Premiership";1990;"13/14";"http://www.itsrugby.fr/joueur_18580.html"
"687";"Forsyth";"Andrew";21;180;"Premiership";1990;"11/12";"http://www.itsrugby.fr/joueur_18580.html"
"688";"Forsyth";"Andrew";20;21;"Premiership";1990;"10/11";"http://www.itsrugby.fr/joueur_18580.html"
"689";"Forsyth";"Andrew";19;4;"Premiership";1990;"09/10";"http://www.itsrugby.fr/joueur_18580.html"
"690";"Everard";"Matt";21;32;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_18595.html"
"691";"Everard";"Matt";20;259;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_18595.html"
"692";"Ford";"George";25;1289;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_18596.html"
"693";"Ford";"George";24;1069;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_18596.html"
"694";"Ford";"George";23;886;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_18596.html"
"695";"Ford";"George";22;1255;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_18596.html"
"696";"Ford";"George";21;1634;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_18596.html"
"697";"Ford";"George";20;764;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_18596.html"
"698";"Ford";"George";19;585;"Premiership";1993;"11/12";"http://www.itsrugby.fr/joueur_18596.html"
"699";"Ford";"George";18;12;"Premiership";1993;"10/11";"http://www.itsrugby.fr/joueur_18596.html"
"700";"Kruis";"George";25;1106;"Premiership";1990;"14/15";"http://www.itsrugby.fr/joueur_18622.html"
"701";"Kruis";"George";24;815;"Premiership";1990;"13/14";"http://www.itsrugby.fr/joueur_18622.html"
"702";"Kruis";"George";23;716;"Premiership";1990;"12/13";"http://www.itsrugby.fr/joueur_18622.html"
"703";"Kruis";"George";22;878;"Premiership";1990;"11/12";"http://www.itsrugby.fr/joueur_18622.html"
"704";"Kruis";"George";21;127;"Premiership";1990;"10/11";"http://www.itsrugby.fr/joueur_18622.html"
"705";"Kvesic";"Matt";25;438;"Premiership";1992;"16/17";"http://www.itsrugby.fr/joueur_18623.html"
"706";"Kvesic";"Matt";24;1539;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_18623.html"
"707";"Kvesic";"Matt";23;1347;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_18623.html"
"708";"Kvesic";"Matt";22;1594;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_18623.html"
"709";"Kvesic";"Matt";21;1404;"Premiership";1992;"12/13";"http://www.itsrugby.fr/joueur_18623.html"
"710";"Kvesic";"Matt";20;741;"Premiership";1992;"11/12";"http://www.itsrugby.fr/joueur_18623.html"
"711";"Joseph";"Jonathan";25;716;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_18624.html"
"712";"Joseph";"Jonathan";24;1280;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_18624.html"
"713";"Joseph";"Jonathan";23;1031;"Premiership";1991;"13/14";"http://www.itsrugby.fr/joueur_18624.html"
"714";"Joseph";"Jonathan";22;893;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_18624.html"
"715";"Joseph";"Jonathan";21;1016;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_18624.html"
"716";"Joseph";"Jonathan";20;796;"Premiership";1991;"10/11";"http://www.itsrugby.fr/joueur_18624.html"
"717";"Joseph";"Jonathan";19;140;"Premiership";1991;"09/10";"http://www.itsrugby.fr/joueur_18624.html"
"718";"Matthews";"Charlie";25;999;"Premiership";1991;"16/17";"http://www.itsrugby.fr/joueur_18629.html"
"719";"Matthews";"Charlie";24;865;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_18629.html"
"720";"Matthews";"Charlie";23;1393;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_18629.html"
"721";"Matthews";"Charlie";22;776;"Premiership";1991;"13/14";"http://www.itsrugby.fr/joueur_18629.html"
"722";"Matthews";"Charlie";21;621;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_18629.html"
"723";"Matthews";"Charlie";20;167;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_18629.html"
"724";"Gimeno";"Kevin";19;72;"Top 14";1991;"10/11";"http://www.itsrugby.fr/joueur_18811.html"
"725";"Le Guen";"Kevin";20;276;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_18818.html"
"726";"Ben Arous";"Eddy";25;743;"Top 14";1990;"15/16";"http://www.itsrugby.fr/joueur_18826.html"
"727";"Ben Arous";"Eddy";24;923;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_18826.html"
"728";"Ben Arous";"Eddy";23;675;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_18826.html"
"729";"Ben Arous";"Eddy";22;914;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_18826.html"
"730";"Ben Arous";"Eddy";21;423;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_18826.html"
"731";"Ben Arous";"Eddy";20;8;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_18826.html"
"732";"Souvent";"Georges";21;80;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_18829.html"
"733";"Ivaldi";"Mickael";25;887;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_18831.html"
"734";"Ivaldi";"Mickael";24;879;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_18831.html"
"735";"Ivaldi";"Mickael";23;387;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_18831.html"
"736";"Ivaldi";"Mickael";22;257;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_18831.html"
"737";"Ivaldi";"Mickael";21;369;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_18831.html"
"738";"Imiolek";"Lee";21;420;"Premiership";1990;"11/12";"http://www.itsrugby.fr/joueur_18833.html"
"739";"Imiolek";"Lee";20;618;"Premiership";1990;"10/11";"http://www.itsrugby.fr/joueur_18833.html"
"740";"Imiolek";"Lee";19;115;"Premiership";1990;"09/10";"http://www.itsrugby.fr/joueur_18833.html"
"741";"Buchanan";"Rob";25;357;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_18883.html"
"742";"Buchanan";"Rob";24;173;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_18883.html"
"743";"Buchanan";"Rob";23;292;"Premiership";1991;"13/14";"http://www.itsrugby.fr/joueur_18883.html"
"744";"Buchanan";"Rob";22;554;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_18883.html"
"745";"Buchanan";"Rob";21;330;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_18883.html"
"746";"Buchanan";"Rob";20;10;"Premiership";1991;"10/11";"http://www.itsrugby.fr/joueur_18883.html"
"747";"Roulin";"Arthur";23;70;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_19150.html"
"748";"Wade";"Christian";25;1360;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_19158.html"
"749";"Wade";"Christian";24;1351;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_19158.html"
"750";"Wade";"Christian";23;635;"Premiership";1991;"13/14";"http://www.itsrugby.fr/joueur_19158.html"
"751";"Wade";"Christian";22;1534;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_19158.html"
"752";"Wade";"Christian";21;1150;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_19158.html"
"753";"Wade";"Christian";20;160;"Premiership";1991;"10/11";"http://www.itsrugby.fr/joueur_19158.html"
"754";"Bonneval";"Hugo";25;1325;"Top 14";1990;"15/16";"http://www.itsrugby.fr/joueur_19198.html"
"755";"Bonneval";"Hugo";23;1436;"Top 14";1990;"13/14";"http://www.itsrugby.fr/joueur_19198.html"
"756";"Bonneval";"Hugo";22;792;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_19198.html"
"757";"Bonneval";"Hugo";21;98;"Top 14";1990;"11/12";"http://www.itsrugby.fr/joueur_19198.html"
"758";"Bonneval";"Hugo";20;1;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_19198.html"
"759";"Bonneval";"Hugo";19;160;"Top 14";1990;"09/10";"http://www.itsrugby.fr/joueur_19198.html"
"760";"Arnaudies";"Gilles";22;25;"Top 14";1990;"12/13";"http://www.itsrugby.fr/joueur_19200.html"
"761";"Arnaudies";"Gilles";20;6;"Top 14";1990;"10/11";"http://www.itsrugby.fr/joueur_19200.html"
"762";"Vunipola";"Mako";25;720;"Premiership";1991;"15/16";"http://www.itsrugby.fr/joueur_19204.html"
"763";"Vunipola";"Mako";24;910;"Premiership";1991;"14/15";"http://www.itsrugby.fr/joueur_19204.html"
"764";"Vunipola";"Mako";23;754;"Premiership";1991;"13/14";"http://www.itsrugby.fr/joueur_19204.html"
"765";"Vunipola";"Mako";22;941;"Premiership";1991;"12/13";"http://www.itsrugby.fr/joueur_19204.html"
"766";"Vunipola";"Mako";21;149;"Premiership";1991;"11/12";"http://www.itsrugby.fr/joueur_19204.html"
"767";"O'Connor";"Marvin";25;1395;"Top 14";1991;"15/16";"http://www.itsrugby.fr/joueur_19215.html"
"768";"O'Connor";"Marvin";24;1819;"Top 14";1991;"14/15";"http://www.itsrugby.fr/joueur_19215.html"
"769";"O'Connor";"Marvin";23;1745;"Top 14";1991;"13/14";"http://www.itsrugby.fr/joueur_19215.html"
"770";"O'Connor";"Marvin";22;1390;"Top 14";1991;"12/13";"http://www.itsrugby.fr/joueur_19215.html"
"771";"O'Connor";"Marvin";21;1344;"Top 14";1991;"11/12";"http://www.itsrugby.fr/joueur_19215.html"
"772";"Heyes";"Joe";20;76;"Premiership";1999;"18/19";"http://www.itsrugby.fr/joueur_19355.html"
"773";"To'omaga-Allen";"Jeffery";25;737;"Super Rugby";1990;"15/16";"http://www.itsrugby.fr/joueur_19604.html"
"774";"To'omaga-Allen";"Jeffery";24;403;"Super Rugby";1990;"14/15";"http://www.itsrugby.fr/joueur_19604.html"
"775";"To'omaga-Allen";"Jeffery";23;970;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_19604.html"
"776";"To'omaga-Allen";"Jeffery";22;444;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_19604.html"
"777";"To'omaga-Allen";"Jeffery";21;803;"Super Rugby";1990;"11/12";"http://www.itsrugby.fr/joueur_19604.html"
"778";"Prattley";"Sam";25;219;"Super Rugby";1990;"14/15";"http://www.itsrugby.fr/joueur_19605.html"
"779";"Prattley";"Sam";24;225;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_19605.html"
"780";"Prattley";"Sam";23;219;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_19605.html"
"781";"Ta'avao-Matau";"Angus";25;358;"Super Rugby";1990;"14/15";"http://www.itsrugby.fr/joueur_19606.html"
"782";"Ta'avao-Matau";"Angus";24;345;"Super Rugby";1990;"13/14";"http://www.itsrugby.fr/joueur_19606.html"
"783";"Ta'avao-Matau";"Angus";23;1047;"Super Rugby";1990;"12/13";"http://www.itsrugby.fr/joueur_19606.html"
