"";"nom";"prenom";"competition";"age";"minutes";"saison";"WC_U20";"lien"
"1568";"Cancoriet";"Judicael";"Top 14";23;780;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_32821.html"
"1569";"Cancoriet";"Judicael";"Top 14";22;921;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_32821.html"
"1570";"Cancoriet";"Judicael";"Top 14";21;1028;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_32821.html"
"1571";"Cancoriet";"Judicael";"Top 14";20;258;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_32821.html"
"1572";"Etien";"Lester";"Top 14";24;607;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_32825.html"
"1573";"Gabrillagues";"Paul";"Top 14";25;1416;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33147.html"
"1574";"Gabrillagues";"Paul";"Top 14";24;1727;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33147.html"
"1575";"Gabrillagues";"Paul";"Top 14";23;767;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33147.html"
"1576";"Gabrillagues";"Paul";"Top 14";22;180;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33147.html"
"1577";"Giresse";"Tim";"Top 14";24;80;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33157.html"
"1578";"Moreaux";"Victor";"Top 14";25;126;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33161.html"
"1579";"Moreaux";"Victor";"Top 14";24;371;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33161.html"
"1580";"Moreaux";"Victor";"Top 14";23;723;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33161.html"
"1581";"Moreaux";"Victor";"Top 14";22;9;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33161.html"
"1582";"Moreaux";"Victor";"Top 14";21;5;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33161.html"
"1583";"Forletta";"Enzo";"Top 14";25;880;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33169.html"
"1584";"Pourailly";"Bastien";"Top 14";24;899;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33191.html"
"1585";"Pourailly";"Bastien";"Top 14";23;524;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33191.html"
"1586";"Pourailly";"Bastien";"Top 14";22;121;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33191.html"
"1587";"Larrart";"Gillen";"Top 14";23;11;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33192.html"
"1588";"Gelin";"Clement";"Top 14";25;39;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33193.html"
"1589";"Gelin";"Clement";"Top 14";23;594;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33193.html"
"1590";"Gelin";"Clement";"Top 14";22;226;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33193.html"
"1591";"Gelin";"Clement";"Top 14";21;19;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33193.html"
"1592";"Decrop";"Louis";"Top 14";19;20;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33201.html"
"1593";"Neti";"Rodrigue";"Top 14";24;277;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33203.html"
"1594";"Neti";"Rodrigue";"Top 14";23;307;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33203.html"
"1595";"Neti";"Rodrigue";"Top 14";22;122;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33203.html"
"1596";"Neti";"Rodrigue";"Top 14";20;138;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33203.html"
"1597";"Klemenczak";"Olivier";"Top 14";23;662;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33207.html"
"1598";"Blanc";"Julien";"Top 14";23;586;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33474.html"
"1599";"Marchand";"Julien";"Top 14";24;618;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33505.html"
"1600";"Marchand";"Julien";"Top 14";23;1033;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33505.html"
"1601";"Marchand";"Julien";"Top 14";22;817;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_33505.html"
"1602";"Marchand";"Julien";"Top 14";21;475;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33505.html"
"1603";"Marchand";"Julien";"Top 14";20;271;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_33505.html"
"1604";"Ducuing";"Nans";"Top 14";25;845;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33584.html"
"1605";"Ducuing";"Nans";"Top 14";24;717;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33584.html"
"1606";"Luteau";"Lancelot";"Top 14";21;125;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33588.html"
"1607";"De Giovanni";"Mathieu";"Top 14";25;298;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33590.html"
"1608";"De Giovanni";"Mathieu";"Top 14";24;784;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33590.html"
"1609";"De Giovanni";"Mathieu";"Top 14";23;107;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33590.html"
"1610";"De Giovanni";"Mathieu";"Top 14";22;70;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33590.html"
"1611";"Bouldoire";"Charles";"Top 14";25;172;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33593.html"
"1612";"Bouldoire";"Charles";"Top 14";24;288;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33593.html"
"1613";"Bouldoire";"Charles";"Top 14";23;330;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33593.html"
"1614";"Bouldoire";"Charles";"Top 14";22;318;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33593.html"
"1615";"Henry";"Joannes";"Top 14";21;16;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33594.html"
"1616";"Stroe";"Tudor";"Top 14";25;339;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33595.html"
"1617";"Stroe";"Tudor";"Top 14";24;558;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33595.html"
"1618";"Stroe";"Tudor";"Top 14";23;157;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33595.html"
"1619";"Jammes";"Loick";"Top 14";23;130;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33626.html"
"1620";"Jammes";"Loick";"Top 14";22;585;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33626.html"
"1621";"Jammes";"Loick";"Top 14";21;523;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33626.html"
"1622";"Jammes";"Loick";"Top 14";20;24;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33626.html"
"1623";"Roudil";"Elliott";"Top 14";22;594;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33627.html"
"1624";"Roudil";"Elliott";"Top 14";21;762;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33627.html"
"1625";"Roudil";"Elliott";"Top 14";20;399;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_33627.html"
"1626";"Roudil";"Elliott";"Top 14";19;395;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33627.html"
"1627";"Roudil";"Elliott";"Top 14";18;265;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_33627.html"
"1628";"Tanguy";"Mathieu";"Top 14";23;632;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33628.html"
"1629";"Tanguy";"Mathieu";"Top 14";22;587;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33628.html"
"1630";"Tanguy";"Mathieu";"Top 14";21;636;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_33628.html"
"1631";"Tanguy";"Mathieu";"Top 14";20;371;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33628.html"
"1632";"Tanguy";"Mathieu";"Top 14";19;62;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_33628.html"
"1633";"Aziza";"Arthur";"Top 14";22;118;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33630.html"
"1634";"Taieb";"Bilel";"Top 14";25;1296;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33631.html"
"1635";"Taieb";"Bilel";"Top 14";23;91;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33631.html"
"1636";"Priso";"Dany";"Top 14";25;681;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33633.html"
"1637";"Priso";"Dany";"Top 14";24;932;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33633.html"
"1638";"Priso";"Dany";"Top 14";23;308;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33633.html"
"1639";"Priso";"Dany";"Top 14";22;105;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33633.html"
"1640";"Bordewie";"Francois";"Top 14";21;41;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33713.html"
"1641";"Savea";"Kevin";"Top 14";20;9;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33714.html"
"1642";"Bethune";"Quentin";"Top 14";23;377;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33736.html"
"1643";"Bethune";"Quentin";"Top 14";22;1063;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33736.html"
"1644";"Bethune";"Quentin";"Top 14";20;49;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33736.html"
"1645";"Barba";"Luc";"Top 14";24;467;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33811.html"
"1646";"Barba";"Luc";"Top 14";23;23;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33811.html"
"1647";"Delannoy";"Julien";"Top 14";24;203;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33873.html"
"1648";"Delannoy";"Julien";"Top 14";23;173;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33873.html"
"1649";"Delannoy";"Julien";"Top 14";22;15;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_33873.html"
"1650";"Delannoy";"Julien";"Top 14";21;21;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33873.html"
"1651";"Devergie";"Martin";"Top 14";24;306;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33874.html"
"1652";"Devergie";"Martin";"Top 14";23;617;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_33874.html"
"1653";"Devergie";"Martin";"Top 14";21;68;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_33874.html"
"1654";"Labouteley";"Tristan";"Top 14";24;890;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33876.html"
"1655";"Simutoga";"Mickael";"Top 14";22;92;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_33877.html"
"1656";"Simutoga";"Mickael";"Top 14";21;182;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_33877.html"
"1657";"Simutoga";"Mickael";"Top 14";20;53;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_33877.html"
"1658";"Simutoga";"Mickael";"Top 14";19;19;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_33877.html"
"1659";"Simutoga";"Mickael";"Top 14";18;6;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_33877.html"
"1660";"Jacquot";"Dylan";"Top 14";24;190;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_33912.html"
"1661";"Jacquot";"Dylan";"Top 14";22;166;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_33912.html"
"1662";"Jacquot";"Dylan";"Top 14";20;11;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_33912.html"
"1663";"Penaud";"Damian";"Top 14";22;842;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34024.html"
"1664";"Penaud";"Damian";"Top 14";21;731;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_34024.html"
"1665";"Penaud";"Damian";"Top 14";20;992;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_34024.html"
"1666";"Penaud";"Damian";"Top 14";19;80;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_34024.html"
"1667";"Jelonch";"Anthony";"Top 14";22;331;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34186.html"
"1668";"Jelonch";"Anthony";"Top 14";21;1124;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_34186.html"
"1669";"Jelonch";"Anthony";"Top 14";20;995;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_34186.html"
"1670";"Gravier";"Allan";"Top 14";22;80;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_34270.html"
"1671";"Paiva";"Thierry";"Top 14";23;548;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34318.html"
"1672";"Paiva";"Thierry";"Top 14";22;157;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_34318.html"
"1673";"Gomes Sa";"Cedate";"Top 14";25;537;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_34326.html"
"1674";"Gomes Sa";"Cedate";"Top 14";24;538;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_34326.html"
"1675";"Gomes Sa";"Cedate";"Top 14";23;337;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_34326.html"
"1676";"Gomes Sa";"Cedate";"Top 14";22;450;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_34326.html"
"1677";"Gomes Sa";"Cedate";"Top 14";21;58;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_34326.html"
"1678";"Chouvet";"Lucas";"Top 14";21;51;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_34342.html"
"1679";"Cassang";"Charlie";"Top 14";24;295;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_34692.html"
"1680";"Cassang";"Charlie";"Top 14";23;119;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_34692.html"
"1681";"Cassang";"Charlie";"Top 14";22;395;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_34692.html"
"1682";"Cassang";"Charlie";"Top 14";21;25;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_34692.html"
"1683";"Cassang";"Charlie";"Top 14";20;32;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_34692.html"
"1684";"Laveau";"Martin";"Top 14";22;846;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34881.html"
"1685";"Laveau";"Martin";"Top 14";20;1003;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_34881.html"
"1686";"Chocou";"Nicolas";"Top 14";22;15;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_34903.html"
"1687";"Chocou";"Nicolas";"Top 14";21;10;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_34903.html"
"1688";"Castets";"Clement";"Top 14";23;481;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34930.html"
"1689";"Castets";"Clement";"Top 14";22;175;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_34930.html"
"1690";"Belleau";"Anthony";"Top 14";23;910;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_34931.html"
"1691";"Belleau";"Anthony";"Top 14";22;1245;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_34931.html"
"1692";"Belleau";"Anthony";"Top 14";21;384;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_34931.html"
"1693";"Javaux";"Maxime";"Top 14";23;1;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35258.html"
"1694";"Javaux";"Maxime";"Top 14";22;101;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_35258.html"
"1695";"Tolot";"Lucas";"Top 14";25;9;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_35271.html"
"1696";"Tolot";"Loris";"Top 14";25;544;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_35272.html"
"1697";"Ducat";"Guillaume";"Top 14";21;89;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35343.html"
"1698";"Roumat";"Alexandre";"Top 14";22;1243;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_35579.html"
"1699";"Roumat";"Alexandre";"Top 14";21;362;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_35579.html"
"1700";"Arrate";"Alex";"Top 14";22;80;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_35580.html"
"1701";"El Ansari";"Elies";"Top 14";22;27;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_35659.html"
"1702";"El Ansari";"Elies";"Top 14";21;111;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_35659.html"
"1703";"Plessis Couillaud";"Brieuc";"Top 14";25;172;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_35710.html"
"1704";"Soury";"Bastien";"Top 14";24;199;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_35712.html"
"1705";"Soury";"Bastien";"Top 14";23;232;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_35712.html"
"1706";"Soury";"Bastien";"Top 14";22;37;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35712.html"
"1707";"Soury";"Bastien";"Top 14";21;21;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_35712.html"
"1708";"Rude";"Pierre";"Top 14";21;102;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_35717.html"
"1709";"Sanga";"Enzo";"Top 14";24;133;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_35718.html"
"1710";"Sanga";"Enzo";"Top 14";23;371;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_35718.html"
"1711";"Sanga";"Enzo";"Top 14";22;41;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35718.html"
"1712";"Sanga";"Enzo";"Top 14";21;210;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_35718.html"
"1713";"Beheregaray";"Yohan";"Top 14";23;89;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_35719.html"
"1714";"Beheregaray";"Yohan";"Top 14";22;530;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_35719.html"
"1715";"Beheregaray";"Yohan";"Top 14";21;188;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35719.html"
"1716";"Beheregaray";"Yohan";"Top 14";20;15;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_35719.html"
"1717";"Bordenave";"Adrien";"Top 14";23;58;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_35918.html"
"1718";"Lafage";"Maxime";"Top 14";24;96;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_35988.html"
"1719";"Dupichot";"Louis";"Top 14";23;679;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36221.html"
"1720";"Dupichot";"Louis";"Top 14";22;1423;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36221.html"
"1721";"Dupichot";"Louis";"Top 14";21;1096;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_36221.html"
"1722";"Dupichot";"Louis";"Top 14";20;432;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36221.html"
"1723";"Vernet";"Thomas";"Top 14";21;41;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36223.html"
"1724";"Annetta";"Gregory";"Top 14";22;19;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_36224.html"
"1725";"Annetta";"Gregory";"Top 14";21;108;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36224.html"
"1726";"Ikpefan";"Daniel";"Top 14";25;670;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36244.html"
"1727";"Ikpefan";"Daniel";"Top 14";24;1843;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36244.html"
"1728";"Ikpefan";"Daniel";"Top 14";22;373;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36244.html"
"1729";"Ishchenko";"Oleg";"Top 14";22;33;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36245.html"
"1730";"Pauvert";"Anatole";"Top 14";22;12;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36261.html"
"1731";"Pauvert";"Anatole";"Top 14";21;9;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36261.html"
"1732";"Uberti";"Pablo";"Top 14";21;526;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36326.html"
"1733";"Uberti";"Pablo";"Top 14";20;129;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36326.html"
"1734";"Marchois";"Denis";"Top 14";25;1093;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36388.html"
"1735";"Marchois";"Denis";"Top 14";24;1567;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36388.html"
"1736";"Marchois";"Denis";"Top 14";22;226;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36388.html"
"1737";"Miquel";"Antoine";"Top 14";25;826;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36389.html"
"1738";"Miquel";"Antoine";"Top 14";24;1283;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36389.html"
"1739";"Miquel";"Antoine";"Top 14";22;161;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36389.html"
"1740";"Reilhac";"Yvan";"Top 14";24;925;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36406.html"
"1741";"Reilhac";"Yvan";"Top 14";23;405;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36406.html"
"1742";"Reilhac";"Yvan";"Top 14";22;355;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_36406.html"
"1743";"Reilhac";"Yvan";"Top 14";21;52;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36406.html"
"1744";"Dufour";"Florian";"Top 14";21;278;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36409.html"
"1745";"Dufour";"Florian";"Top 14";20;349;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36409.html"
"1746";"Russell";"Jeremy";"Top 14";23;59;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36413.html"
"1747";"Giordano";"Keziah";"Top 14";22;17;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36442.html"
"1748";"Delarue";"David";"Top 14";21;24;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36457.html"
"1749";"Delarue";"David";"Top 14";19;16;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36457.html"
"1750";"Buros";"Romain";"Top 14";21;1022;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36459.html"
"1751";"Buros";"Romain";"Top 14";19;173;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36459.html"
"1752";"Chambord";"Ronan";"Top 14";23;83;"16/17";"not U20 WC";"http://www.itsrugby.fr/joueur_36464.html"
"1753";"Retiere";"Arthur";"Top 14";21;1122;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36638.html"
"1754";"Retiere";"Arthur";"Top 14";20;633;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36638.html"
"1755";"Retiere";"Arthur";"Top 14";19;587;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36638.html"
"1756";"Retiere";"Arthur";"Top 14";18;9;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_36638.html"
"1757";"Cros";"Geoffrey";"Top 14";22;30;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36666.html"
"1758";"Cros";"Geoffrey";"Top 14";21;218;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36666.html"
"1759";"Cros";"Geoffrey";"Top 14";20;69;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36666.html"
"1760";"Couilloud";"Baptiste";"Top 14";21;271;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36699.html"
"1761";"Couilloud";"Baptiste";"Top 14";20;1203;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36699.html"
"1762";"Couilloud";"Baptiste";"Top 14";19;567;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36699.html"
"1763";"Fourcade";"Etienne";"Top 14";22;818;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36700.html"
"1764";"Fourcade";"Etienne";"Top 14";21;73;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36700.html"
"1765";"Fourcade";"Etienne";"Top 14";20;36;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36700.html"
"1766";"Mauvaka";"Peato";"Top 14";22;360;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36703.html"
"1767";"Mauvaka";"Peato";"Top 14";21;21;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36703.html"
"1768";"Mauvaka";"Peato";"Top 14";20;85;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36703.html"
"1769";"Ngandebe";"Gabriel";"Top 14";22;578;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36704.html"
"1770";"Ngandebe";"Gabriel";"Top 14";21;436;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36704.html"
"1771";"Voisin";"Mathieu";"Top 14";21;52;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36705.html"
"1772";"Voisin";"Mathieu";"Top 14";20;80;"15/16";"U20 WC";"http://www.itsrugby.fr/joueur_36705.html"
"1773";"Verhaeghe";"Florian";"Top 14";22;556;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36706.html"
"1774";"Verhaeghe";"Florian";"Top 14";21;713;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36706.html"
"1775";"Verhaeghe";"Florian";"Top 14";20;80;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36706.html"
"1776";"Bourgarit";"Pierre";"Top 14";21;517;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36728.html"
"1777";"Bourgarit";"Pierre";"Top 14";20;642;"17/18";"not U20 WC";"http://www.itsrugby.fr/joueur_36728.html"
"1778";"Coville";"Arthur";"Top 14";21;67;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36786.html"
"1779";"Coville";"Arthur";"Top 14";20;841;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36786.html"
"1780";"Coville";"Arthur";"Top 14";19;22;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36786.html"
"1781";"Pesenti";"Baptiste";"Top 14";22;785;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36809.html"
"1782";"Pesenti";"Baptiste";"Top 14";21;710;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36809.html"
"1783";"Plazy";"Nicolas";"Top 14";25;14;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36953.html"
"1784";"Walcker";"Quentin";"Top 14";23;233;"18/19";"U20 WC";"http://www.itsrugby.fr/joueur_36955.html"
"1785";"Le Bail";"Clovis";"Top 14";23;105;"18/19";"not U20 WC";"http://www.itsrugby.fr/joueur_36957.html"
"1786";"Le Bail";"Clovis";"Top 14";20;31;"15/16";"not U20 WC";"http://www.itsrugby.fr/joueur_36957.html"
"1787";"Millet";"Theo";"Top 14";20;433;"17/18";"U20 WC";"http://www.itsrugby.fr/joueur_36968.html"
"1788";"Millet";"Theo";"Top 14";19;515;"16/17";"U20 WC";"http://www.itsrugby.fr/joueur_36968.html"
