"";"nom";"prenom";"club";"saison";"pays";"competition";"nationalite";"link"
"1684";"Auelua";"Fotu";"NTT Shining Arcs";"11/12";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_5578.html"
"1685";"Brussow";"Heinrich Wilhelm";"NTT Docomo Red Hurricanes";"13/14";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5651.html"
"1686";"Brussow";"Heinrich Wilhelm";"NTT Docomo Red Hurricanes";"13/14";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5651.html"
"1687";"Lokotui";"Lua";"Kintetsu Liners";"08/09";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_5690.html"
"1688";"May";"Ben";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5813.html"
"1689";"May";"Ben";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5813.html"
"1690";"Maher";"James";"Coca-Cola Red Sparks";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5831.html"
"1691";"Maher";"James";"Coca-Cola Red Sparks";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5831.html"
"1692";"Ioasa";"Tafai";"Munakata Sanix Blues";"10/11";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5839.html"
"1693";"Ross";"Isaac";"NTT Shining Arcs";"11/12";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5850.html"
"1694";"Clarke";"Aayden";"Kintetsu Liners";"10/11";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5866.html"
"1695";"Taylor";"Andre";"Kintetsu Liners";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5876.html"
"1696";"Taylor";"Andre";"Kintetsu Liners";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5876.html"
"1697";"Piutau";"Siale";"Yamaha Jubilo";"12/13";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_5885.html"
"1698";"Morath";"Kurt";"Kubota Spears";"13/14";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_6137.html"
"1699";"Morath";"Kurt";"Kubota Spears";"13/14";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_6137.html"
"1700";"Lowe";"Karl";"Canon Eagles";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_6157.html"
"1701";"Lowe";"Karl";"Canon Eagles";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_6157.html"
"1702";"Stegmann";"Gideon Johannes";"Honda Heat";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_8089.html"
"1703";"Uys";"Francois";"Toyota Verblitz";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_8186.html"
"1704";"Mapoe";"Lionel Granton";"Kubota Spears";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_8255.html"
"1705";"Vahafolau";"Samiu";"Panasonic Wildknights";"05/06";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_8352.html"
"1706";"Kimlin";"Peter";"Toyota Industries Shuttles";"17/18";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_8392.html"
"1707";"Mvovo";"Lwazi Ncedo";"Canon Eagles";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_8396.html"
"1708";"Anae";"Albert";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Samoa";"http://www.itsrugby.fr/joueur_8445.html"
"1709";"Anae";"Albert";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Samoa";"http://www.itsrugby.fr/joueur_8445.html"
"1710";"McCalman";"Ben";"Panasonic Wildknights";"15/16";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_8460.html"
"1711";"Poki";"Kade";"Kubota Spears";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_8490.html"
"1712";"Poki";"Kade";"Kubota Spears";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_8490.html"
"1713";"Brummer";"Francois";"Toyota Industries Shuttles";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_8622.html"
"1714";"Ellison";"Jacob";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9964.html"
"1715";"Ellison";"Jacob";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9964.html"
"1716";"Naikatini";"Api";"Toyota Verblitz";"11/12";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_9965.html"
"1717";"Whitelock";"George";"Panasonic Wildknights";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9967.html"
"1718";"Whitelock";"George";"Panasonic Wildknights";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9967.html"
"1719";"Goodman";"Andrew";"Toyota Industries Shuttles";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9973.html"
"1720";"Goodman";"Andrew";"Toyota Industries Shuttles";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_9973.html"
"1721";"Gard";"Hamish";"NTT Docomo Red Hurricanes";"11/12";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_10005.html"
"1722";"Higginbotham";"Scott";"NEC Green Rockets";"15/16";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_10068.html"
"1723";"Cummins";"Nick";"Coca-Cola Red Sparks";"14/15";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_10106.html"
"1724";"Cummins";"Nick";"Coca-Cola Red Sparks";"14/15";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_10106.html"
"1725";"Vaka";"Joseph Wilson";"Toyota Industries Shuttles";"10/11";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_10141.html"
"1726";"Smith";"Tyrone";"Honda Heat";"11/12";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_10789.html"
"1727";"Williams";"Sonny Bill";"Panasonic Wildknights";"12/13";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_11165.html"
"1728";"Anderson";"Fraser";"Kobelco Steelers";"10/11";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_11348.html"
"1729";"Cooper";"Dustin";"Toyota Verblitz";"10/11";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_11355.html"
"1730";"Paea";"Lelea";"Coca-Cola West Red Sparks";"10/11";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_11466.html"
"1731";"Vuna";"Cooper";"Toshiba Brave Lupus";"13/14";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_11629.html"
"1732";"Vuna";"Cooper";"Toshiba Brave Lupus";"13/14";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_11629.html"
"1733";"Haylett-Petty";"Dane";"Toyota Industries Shuttles";"13/14";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_12194.html"
"1734";"Haylett-Petty";"Dane";"Toyota Industries Shuttles";"13/14";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_12194.html"
"1735";"Downey";"Justin";"Suntory Sungoliath";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12456.html"
"1736";"Downey";"Justin";"Suntory Sungoliath";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12456.html"
"1737";"Potgieter";"Ulrich Jacques";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12459.html"
"1738";"Potgieter";"Ulrich Jacques";"Munakata Sanix Blues";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12459.html"
"1739";"Basson";"Bjorn Alberic";"Honda Heat";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12465.html"
"1740";"Whiteley";"Warren Roger";"NTT Docomo Red Hurricanes";"17/18";"Japon";"Japon D2";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12563.html"
"1741";"Whiteley";"Warren Roger";"NTT Docomo Red Hurricanes";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12563.html"
"1742";"Luamanu";"Matt";"Kyuden Voltex";"12/13";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_13658.html"
"1743";"Tupa";"Finau";"Honda Heat";"15/16";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_13733.html"
"1744";"Havili Kaufusi";"Richard";"NTT Shining Arcs";"13/14";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_13743.html"
"1745";"Stewart";"John";"Sunwolves";"15/16";"Japon";"Super Rugby";"Fidji";"http://www.itsrugby.fr/joueur_13847.html"
"1746";"Winterstein";"Frank";"Kintetsu Liners";"14/15";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_13894.html"
"1747";"Winterstein";"Frank";"Kintetsu Liners";"14/15";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_13894.html"
"1748";"Stowers";"George";"Kobelco Steelers";"08/09";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_13907.html"
"1749";"Saukawa";"Semisi";"NEC Green Rockets";"10/11";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_14008.html"
"1750";"Lowrey";"Chris";"Toyota Industries Shuttles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14209.html"
"1751";"Lowrey";"Chris";"Toyota Industries Shuttles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14209.html"
"1752";"Nanai-Williams";"Tim";"Ricoh Black Rams";"15/16";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_14407.html"
"1753";"Umaga-Marshall";"Tu";"Coca-Cola Red Sparks";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14447.html"
"1754";"Umaga-Marshall";"Tu";"Coca-Cola Red Sparks";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14447.html"
"1755";"Wheeler";"Joe";"Suntory Sungoliath";"16/17";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14462.html"
"1756";"Robinson";"Robbie";"Toyota Verblitz";"15/16";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14486.html"
"1757";"Thompson";"Isaac";"Mazda Blue Zoomers";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14517.html"
"1758";"Thompson";"Isaac";"Mazda Blue Zoomers";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14517.html"
"1759";"Smiler";"Jordan";"Suntory Sungoliath";"17/18";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14536.html"
"1760";"Davies";"Rod";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_16140.html"
"1761";"Davies";"Rod";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_16140.html"
"1762";"Toua";"Aidan";"Honda Heat";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_16141.html"
"1763";"Toua";"Aidan";"Honda Heat";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_16141.html"
"1764";"van den Heever";"Gerhard Jacobus";"Yamaha Jubilo";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_16791.html"
"1765";"van Wyk";"Coenraad George";"Toshiba Brave Lupus";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_16839.html"
"1766";"Britz";"Willie";"NTT Shining Arcs";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_16877.html"
"1767";"Cronje";"Lionel";"Toyota Verblitz";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17365.html"
"1768";"Sadie";"Johan";"NTT Docomo Red Hurricanes";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17372.html"
"1769";"Sadie";"Johan";"NTT Docomo Red Hurricanes";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17372.html"
"1770";"Rei";"Codey";"Kobelco Steelers";"16/17";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17525.html"
"1771";"Moli";"Liaki";"Sunwolves";"15/16";"Japon";"Super Rugby";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17562.html"
"1772";"Mapakaitolo";"Pasuka";"Kobelco Steelers";"10/11";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_17633.html"
"1773";"Buckman";"Richard";"Panasonic Wildknights";"16/17";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17902.html"
"1774";"Engelbrecht";"Johannes Jacobus";"Toyota Industries Shuttles";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17909.html"
"1775";"Soqeta";"Nemia";"Toyota Industries Shuttles";"10/11";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_18455.html"
"1776";"Alcock";"Chris";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_18723.html"
"1777";"Alcock";"Chris";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Australie";"http://www.itsrugby.fr/joueur_18723.html"
"1778";"Nadolo (Ratu Nasiganiyavi)";"Nemani";"NEC Green Rockets";"11/12";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_18724.html"
"1779";"Le Roux";"Willem Jacobus";"Canon Eagles";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_18969.html"
"1780";"Visser";"Petrus Jurgen";"NTT Docomo Red Hurricanes";"17/18";"Japon";"Japon D2";"Afrique du Sud";"http://www.itsrugby.fr/joueur_18997.html"
"1781";"Visser";"Petrus Jurgen";"NTT Docomo Red Hurricanes";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_18997.html"
"1782";"Jantjies";"Elton Thomas";"NTT Shining Arcs";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19125.html"
"1783";"Jantjies";"Elton Thomas";"NTT Shining Arcs";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19125.html"
"1784";"Kriel";"Jacobus Albertus";"Kubota Spears";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19128.html"
"1785";"Schreuder";"Louis";"Kubota Spears";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19225.html"
"1786";"Combrinck";"Ruan Jacobus";"Kintetsu Liners";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19249.html"
"1787";"Smith";"Ruan-Henry";"Toyota Verblitz";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19270.html"
"1788";"Van der Walt";"Christoffel Philippus (Phillip)";"Canon Eagles";"17/18";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19278.html"
"1789";"Karauria-Henry";"Brackin";"NTT Shining Arcs";"12/13";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_19349.html"
"1790";"Quirk";"Ed";"Sunwolves";"15/16";"Japon";"Super Rugby";"Australie";"http://www.itsrugby.fr/joueur_19408.html"
"1791";"Parker";"Hayden";"Panasonic Wildknights";"15/16";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19618.html"
"1792";"Manu";"Salesi";"Honda Heat";"16/17";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_19629.html"
"1793";"Nemani";"Maritino";"NEC Green Rockets";"17/18";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_19705.html"
"1794";"Iopu-Aso";"Iopu";"Kintetsu Liners";"17/18";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19719.html"
"1795";"Tupe";"Joe";"Coca-Cola Red Sparks";"17/18";"Japon";"Japon D2";"Samoa";"http://www.itsrugby.fr/joueur_19721.html"
"1796";"Tupe";"Joe";"Coca-Cola Red Sparks";"17/18";"Japon";"Japon";"Samoa";"http://www.itsrugby.fr/joueur_19721.html"
"1797";"Sekona";"Topui";"Canon Eagles";"16/17";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_19743.html"
"1798";"Va'a Toloke";"Michael";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Tonga";"http://www.itsrugby.fr/joueur_19752.html"
"1799";"Va'a Toloke";"Michael";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Tonga";"http://www.itsrugby.fr/joueur_19752.html"
"1800";"Bond";"Michael";"Canon Eagles";"14/15";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_19830.html"
"1801";"Bond";"Michael";"Canon Eagles";"14/15";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_19830.html"
"1802";"Osborne";"Patrick";"Kubota Spears";"16/17";"Japon";"Japon";"Fidji";"http://www.itsrugby.fr/joueur_19833.html"
"1803";"Cripps";"Hayden";"Sunwolves";"16/17";"Japon";"Super Rugby";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19836.html"
"1804";"Kaka";"Gillies";"Hino Red Dolphins";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19839.html"
"1805";"Kaka";"Gillies";"Hino Red Dolphins";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19839.html"
"1806";"Vant Leven";"Matt";"Kobelco Steelers";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19870.html"
"1807";"Vant Leven";"Matt";"Kobelco Steelers";"14/15";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19870.html"
"1808";"Koloamatangi";"Tevita Huia";"Mazda Blue Zoomers";"17/18";"Japon";"Japon D2";"Tonga";"http://www.itsrugby.fr/joueur_19878.html"
"1809";"Koloamatangi";"Tevita Huia";"Mazda Blue Zoomers";"17/18";"Japon";"Japon D2";"Tonga";"http://www.itsrugby.fr/joueur_19878.html"
"1810";"Hawkins";"Daniel";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19880.html"
"1811";"Hawkins";"Daniel";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19880.html"
"1812";"Black";"Keiran Anthony Arterea";"Panasonic Wildknights";"10/11";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_20455.html"
"1813";"Fuimaono";"Joshua";"Kubota Spears";"10/11";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_20581.html"
"1814";"Havili";"Rocky";"Ricoh Black Rams";"10/11";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_21222.html"
"1815";"Crawford Aston";"Taka";"NTT Shining Arcs";"10/11";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_21655.html"
"1816";"Murphy";"Darren";"NTT Shining Arcs";"10/11";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_21683.html"
"1817";"Ofa";"Topeni";"Toyota Shokki Shuttle";"10/11";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_21706.html"
"1818";"Coetzee";"Marcell";"Honda Heat";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22558.html"
"1819";"Fouche";"Louis Daniel van zyl";"Ricoh Black Rams";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22568.html"
"1820";"Fouche";"Louis Daniel van zyl";"Ricoh Black Rams";"14/15";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22568.html"
"1821";"Roos";"Juan-Claude";"Canon Eagles";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22575.html"
"1822";"Gates";"Shane Edwards";"NTT Shining Arcs";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22624.html"
"1823";"Cook";"Jean";"Kintetsu Liners";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22889.html"
"1824";"van Wyk";"Hencus";"Munakata Sanix Blues";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22905.html"
"1825";"Labuschagne";"Pieter Hermias Cornelius";"Kubota Spears";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22908.html"
"1826";"Etzebeth";"Eben";"NTT Docomo Red Hurricanes";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_23746.html"
"1827";"Foley";"Bernard";"Ricoh Black Rams";"15/16";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_23970.html"
"1828";"Ferreira";"Andries";"Toyota Industries Shuttles";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_24100.html"
"1829";"Everson";"Joel";"Hino Red Dolphins";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_24127.html"
"1830";"Everson";"Joel";"Hino Red Dolphins";"17/18";"Japon";"Japon D2";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_24127.html"
"1831";"Ealey";"Nicholas";"Panasonic Wildknights";"11/12";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_24676.html"
"1832";"Pongi";"Tapuosikoto";"Honda Heat";"11/12";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_24743.html"
"1833";"Moliteika";"Taito Inoke";"NTT Docomo Red Hurricanes";"12/13";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_24791.html"
"1834";"McMahon";"Sean";"Suntory Sungoliath";"17/18";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_24912.html"
"1835";"Neville";"Cadeyrn";"Toyota Industries Shuttles";"17/18";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_25138.html"
"1836";"Feauai-Sautia";"Chris";"Kintetsu Liners";"16/17";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_25140.html"
"1837";"Lewies";"Joseph Stephanus Theuns";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25527.html"
"1838";"Lewies";"Joseph Stephanus Theuns";"Kamaishi Seawaves";"17/18";"Japon";"Japon D2";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25527.html"
"1839";"Mostert";"Francois John";"Ricoh Black Rams";"16/17";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25577.html"
"1840";"Murphy";"Dallan";"Canon Eagles";"15/16";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_25807.html"
"1841";"de Allende";"Damian";"Kintetsu Liners";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25875.html"
"1842";"Hattingh";"Grant Neill";"Kubota Spears";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25971.html"
"1843";"Hingano";"Mailetoa";"Honda Heat";"16/17";"Japon";"Japon";"Australie";"http://www.itsrugby.fr/joueur_26295.html"
"1844";"Ross";"Nick";"NEC Green Rockets";"15/16";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26303.html"
"1845";"Emery";"Jason";"Sunwolves";"17/18";"Japon";"Super Rugby";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26318.html"
"1846";"Little";"Michael";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Fidji";"http://www.itsrugby.fr/joueur_26338.html"
"1847";"Little";"Michael";"Mitsubishi Dyna Boars";"17/18";"Japon";"Japon D2";"Fidji";"http://www.itsrugby.fr/joueur_26338.html"
"1848";"Little";"Michael";"Sunwolves";"17/18";"Japon";"Super Rugby";"Fidji";"http://www.itsrugby.fr/joueur_26338.html"
"1849";"Pollard";"Handre";"NTT Docomo Red Hurricanes";"15/16";"Japon";"Japon";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26423.html"
"1850";"Slaimankhel";"Omar";"Canon Eagles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26525.html"
"1851";"Slaimankhel";"Omar";"Canon Eagles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26525.html"
"1852";"Saumaki";"Hosea";"Sunwolves";"17/18";"Japon";"Super Rugby";"Tonga";"http://www.itsrugby.fr/joueur_26597.html"
"1853";"Saumaki";"Hosea";"Canon Eagles";"17/18";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_26597.html"
"1854";"Taumoepeau";"Silivenusi";"Toyota Verblitz";"12/13";"Japon";"Japon";"Tonga";"http://www.itsrugby.fr/joueur_26802.html"
"1855";"Peters";"Daniel";"Ricoh Black Rams";"12/13";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26816.html"
"1856";"Mau";"Joshua";"Canon Eagles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26835.html"
"1857";"Mau";"Joshua";"Canon Eagles";"13/14";"Japon";"Japon";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26835.html"
